Date,Date_ISO,Weekday,Year,Month,Month_Name,Day,URL,Notes,Display
21/01/2018,2018-01-21,יום ראשון,2018,1,ינואר,21,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_21_1_18.mp3,,יום ראשון | 21/01/2018
22/01/2018,2018-01-22,יום שני,2018,1,ינואר,22,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_22_1_18.mp3,,יום שני | 22/01/2018
23/01/2018,2018-01-23,יום שלישי,2018,1,ינואר,23,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_23_1_18.mp3,,יום שלישי | 23/01/2018
24/01/2018,2018-01-24,יום רביעי,2018,1,ינואר,24,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_24_1_18.mp3,,יום רביעי | 24/01/2018
25/01/2018,2018-01-25,יום חמישי,2018,1,ינואר,25,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_25_1_18.mp3,,יום חמישי | 25/01/2018
28/01/2018,2018-01-28,יום ראשון,2018,1,ינואר,28,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_28_1_18.mp3,,יום ראשון | 28/01/2018
29/01/2018,2018-01-29,יום שני,2018,1,ינואר,29,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_29_1_18.mp3,,יום שני | 29/01/2018
30/01/2018,2018-01-30,יום שלישי,2018,1,ינואר,30,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_30_1_18.mp3,,יום שלישי | 30/01/2018
31/01/2018,2018-01-31,יום רביעי,2018,1,ינואר,31,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_31_1_18.mp3,,יום רביעי | 31/01/2018
01/02/2018,2018-02-01,יום חמישי,2018,2,פברואר,1,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_1_2_18.mp3,,יום חמישי | 01/02/2018
04/02/2018,2018-02-04,יום ראשון,2018,2,פברואר,4,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_4_2_18.mp3,,יום ראשון | 04/02/2018
05/02/2018,2018-02-05,יום שני,2018,2,פברואר,5,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_5_2_18.mp3,,יום שני | 05/02/2018
06/02/2018,2018-02-06,יום שלישי,2018,2,פברואר,6,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_6_2_18.mp3,,יום שלישי | 06/02/2018
07/02/2018,2018-02-07,יום רביעי,2018,2,פברואר,7,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_7_2_18.mp3,,יום רביעי | 07/02/2018
08/02/2018,2018-02-08,יום חמישי,2018,2,פברואר,8,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_8_2_18.mp3,,יום חמישי | 08/02/2018
11/02/2018,2018-02-11,יום ראשון,2018,2,פברואר,11,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_11_2_18.mp3,,יום ראשון | 11/02/2018
12/02/2018,2018-02-12,יום שני,2018,2,פברואר,12,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_12_2_18.mp3,,יום שני | 12/02/2018
13/02/2018,2018-02-13,יום שלישי,2018,2,פברואר,13,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_13_2_18.mp3,,יום שלישי | 13/02/2018
