Date,Date_ISO,Weekday,Year,Month,Month_Name,Day,URL,Notes,Display
01/01/2014,2014-01-01,יום רביעי,2014,1,ינואר,1,https://a99.mediacast.co.il/99fm/mediafiles/full_01_01_14.mp3,,יום רביעי | 01/01/2014
02/01/2014,2014-01-02,יום חמישי,2014,1,ינואר,2,https://a99.mediacast.co.il/99fm/mediafiles/full_02_01_14.mp3,,יום חמישי | 02/01/2014
05/01/2014,2014-01-05,יום ראשון,2014,1,ינואר,5,https://a99.mediacast.co.il/99fm/mediafiles/full_05_01_14.mp3,,יום ראשון | 05/01/2014
06/01/2014,2014-01-06,יום שני,2014,1,ינואר,6,https://a99.mediacast.co.il/99fm/mediafiles/full_06_01_14.mp3,,יום שני | 06/01/2014
07/01/2014,2014-01-07,יום שלישי,2014,1,ינואר,7,https://a99.mediacast.co.il/99fm/mediafiles/full_07_01_14.mp3,,יום שלישי | 07/01/2014
08/01/2014,2014-01-08,יום רביעי,2014,1,ינואר,8,https://a99.mediacast.co.il/99fm/mediafiles/full_08_01_14.mp3,,יום רביעי | 08/01/2014
09/01/2014,2014-01-09,יום חמישי,2014,1,ינואר,9,https://a99.mediacast.co.il/99fm/mediafiles/full_09_01_14.mp3,,יום חמישי | 09/01/2014
12/01/2014,2014-01-12,יום ראשון,2014,1,ינואר,12,https://a99.mediacast.co.il/99fm/mediafiles/full_12_01_14.mp3,,יום ראשון | 12/01/2014
13/01/2014,2014-01-13,יום שני,2014,1,ינואר,13,https://a99.mediacast.co.il/99fm/mediafiles/full_13_01_14.mp3,,יום שני | 13/01/2014
14/01/2014,2014-01-14,יום שלישי,2014,1,ינואר,14,https://a99.mediacast.co.il/99fm/mediafiles/full_14_01_14.mp3,,יום שלישי | 14/01/2014
15/01/2014,2014-01-15,יום רביעי,2014,1,ינואר,15,https://a99.mediacast.co.il/99fm/mediafiles/full_15_01_14.mp3,,יום רביעי | 15/01/2014
16/01/2014,2014-01-16,יום חמישי,2014,1,ינואר,16,https://a99.mediacast.co.il/99fm/mediafiles/full_16_01_14.mp3,,יום חמישי | 16/01/2014
19/01/2014,2014-01-19,יום ראשון,2014,1,ינואר,19,https://a99.mediacast.co.il/99fm/mediafiles/full_19_01_14.mp3,,יום ראשון | 19/01/2014
20/01/2014,2014-01-20,יום שני,2014,1,ינואר,20,https://a99.mediacast.co.il/99fm/mediafiles/full_20_01_14.mp3,,יום שני | 20/01/2014
21/01/2014,2014-01-21,יום שלישי,2014,1,ינואר,21,https://a99.mediacast.co.il/99fm/mediafiles/full_21_01_14.mp3,,יום שלישי | 21/01/2014
22/01/2014,2014-01-22,יום רביעי,2014,1,ינואר,22,https://a99.mediacast.co.il/99fm/mediafiles/full_22_01_14.mp3,,יום רביעי | 22/01/2014
23/01/2014,2014-01-23,יום חמישי,2014,1,ינואר,23,https://a99.mediacast.co.il/99fm/mediafiles/full_23_01_14.mp3,,יום חמישי | 23/01/2014
27/01/2014,2014-01-27,יום שני,2014,1,ינואר,27,https://a99.mediacast.co.il/99fm/mediafiles/full_27_01_14.mp3,,יום שני | 27/01/2014
28/01/2014,2014-01-28,יום שלישי,2014,1,ינואר,28,https://a99.mediacast.co.il/99fm/mediafiles/full_28_01_14.mp3,,יום שלישי | 28/01/2014
30/01/2014,2014-01-30,יום חמישי,2014,1,ינואר,30,https://a99.mediacast.co.il/99fm/mediafiles/full_30_01_14.mp3,,יום חמישי | 30/01/2014
02/02/2014,2014-02-02,יום ראשון,2014,2,פברואר,2,https://a99.mediacast.co.il/99fm/mediafiles/full_02_02_14.mp3,,יום ראשון | 02/02/2014
03/02/2014,2014-02-03,יום שני,2014,2,פברואר,3,https://a99.mediacast.co.il/99fm/mediafiles/full_03_02_14.mp3,,יום שני | 03/02/2014
